mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	25	48	48	2.0	0	0	2/4	2	1	VI(b13b9)	b	i		VI(b13b9)		VI			b13b9				M	1	1	-4, 0, -3	-8, -9	-4	-4
26	26	50	50	2.0	0	0	2/4	2	1	i7(4)	b	i		i7(4)		i		7	4				mm7	1	1	0, -1, 1, -2		0	0
27	27	52	52	1.0	0	0	2/4	2	1	VII7(#114)	b	i		VII7(#114)		VII		7	#114				Mm7	1	1	-2, -3, -1, -4	4	-2	-2
27	27	53	53	1.0	1/4	1/4	2/4	2	1	VIM7(b4)	b	i		VIM7(b4)		VI	M	7	b4				MM7	1	1	-4, -5, -3, 1		-4	-4
28	28	54	54	2.0	0	0	2/4	2	1	iv7(4)	b	i		iv7(4)		iv		7	4				mm7	1	1	-1, -2, 0, -3		-1	-1
29	29	56	56	1.0	0	0	2/4	2	1	III7(94)	b	i		III7(94)		III		7	94				Mm7	1	1	-3, -4, -2, -5	-1	-3	-3
29	29	57	57	1.0	1/4	1/4	2/4	2	1	bIIM7(b4)	b	i		bIIM7(b4)		bII	M	7	b4				MM7	1	1	-5, -6, -4, 0		-5	-5
30	30	58	58	2.0	0	0	2/4	2	1	V7/V	b	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
31	31	60	60	2.0	0	0	2/4	2	1	Fr7/bII	b	i		Fr7/bII	Fr	V		7	b5	V/bII			Fr	1	1	-3, 1, -9, -5		-3	-3
32	32	62	62	2.0	0	0	2/4	2	1	IVM7/bV	b	i		IVM7/bV		IV	M	7		bV			MM7	1	1	-7, -3, -6, -2		-7	-7
33	33	64	64	2.0	0	0	2/4	2	1	I/bV	b	i		I/bV		I				bV			M	1	1	-6, -2, -5		-6	-6
34	34	66	66	10.0	0	0	2/4	2	1	ii	b	i		ii		ii							m	1	1	2, -1, 3		2	2
36	36	70	70	0.0	0	0	2/4	2	1	}	b	i										}		1	1				
39	39	76	76	2.0	0	0	2/4	2	1	V7(13b5){	b	i		V7(13b5)		V		7	13b5			{	Mm7	1	1	1, 5, -5, -1	-3	1	1
40	40	78	78	2.0	0	0	2/4	2	1	VIM43	b	i		VIM43		VI	M	43					MM7	1	1	-3, 1, -4, 0		-4	-3
41	41	80	80	2.0	0	0	2/4	2	1	V+6/bV	b	i		V+6/bV		V	+	6		bV			+	1	1	-1, 3, -5		-5	-1
42	42	82	82	2.0	0	0	2/4	2	1	iiM7(#11)/bV	b	i		iiM7(#11)/bV		ii	M	7	#11	bV			mM7	1	1	-4, -7, -3, 1	2	-4	-4
43	43	84	84	2.0	0	0	2/4	2	1	i/bV	b	i		i/bV		i				bV			m	1	1	-6, -9, -5		-6	-6
44	44	86	86	2.0	0	0	2/4	2	1	IIIM7/bV	b	i		IIIM7/bV		III	M	7		bV			MM7	1	1	-2, 2, -1, 3		-2	-2
45	45	88	88	2.0	0	0	2/4	2	1	IVM7(4)/bV	b	i		IVM7(4)/bV		IV	M	7	4	bV			MM7	1	1	-7, -1, -6, -2		-7	-7
46	46	90	90	2.0	0	0	2/4	2	1	IM7(9)	b	i		IM7(9)		I	M	7	9				MM7	1	1	0, 4, 1, 5	2	0	0
47	47	92	92	2.0	0	0	2/4	2	1	bIIM7(4)	b	i		bIIM7(4)		bII	M	7	4				MM7	1	1	-5, 1, -4, 0		-5	-5
48	48	94	94	2.0	0	0	2/4	2	1	iv6(11)/bV	b	i		iv6(11)/bV		iv		6	11	bV			m	1	1	-10, -6, -7	-1	-7	-10
49	49	96	96	2.0	0	0	2/4	2	1	viio65(9)/ii	b	i		viio65(9)/ii		vii	o	65	9	ii			o7	1	1	-3, -6, -9, 0	2	0	-3
50	50	98	98	2.0	0	0	2/4	2	1	viio43(b13)/bII	b	i		viio43(b13)/bII		vii	o	43	b13	bII			o7	1	1	-6, -9, 0, -3	-11	0	-6
51	51	100	100	2.0	0	0	2/4	2	1	IM2/bV	b	i		IM2/bV		I	M	2		bV			MM7	1	1	-1, -6, -2, -5		-6	-1
52	52	102	102	2.0	0	0	2/4	2	1	Fr43/iv	b	i		Fr43/iv	Fr	V		43	b5	V/iv			Fr	1	1	-5, -1, 1, 5		1	-5
53	53	104	104	2.0	0	0	2/4	2	1	ii%7(b9)/bV	b	i		ii%7(b9)/bV		ii	%	7	b9	bV			%7	1	1	-4, -7, -10, -6	-9	-4	-4
54	54	106	106	2.0	0	0	2/4	2	1	IV(94)/bV	b	i		IV(94)/bV		IV			94	bV			M	1	1	-7, -1, -6	-5	-7	-7
55	55	108	108	2.0	0	0	2/4	2	1	vi(9)/bV	b	i		vi(9)/bV		vi			9	bV			m	1	1	-3, -6, -2	-1	-3	-3
56	56	110	110	2.0	0	0	2/4	2	1	biii/bV	b	i		biii/bV		biii				bV			m	1	1	-9, -12, -8		-9	-9
57	57	112	112	6.0	0	0	2/4	2	1	IVM7(4)/bV}	b	i		IVM7(4)/bV		IV	M	7	4	bV		}	MM7	1	1	-7, -1, -6, -2		-7	-7
60	60	118	118	1.0	0	0	2/4	2	1	i7(11){	b	i		i7(11)		i		7	11			{	mm7	1	1	0, -3, 1, -2	-1	0	0
60	60	119	119	1.0	1/4	1/4	2/4	2	1	iii7(13)	b	i		iii7(13)		iii		7	13				mm7	1	1	-3, -6, -2, -5	0	-3	-3
61	61	120	120	2.0	0	0	2/4	2	1	V(139)	b	i		V(139)		V			139				M	1	1	1, 5, 2	-3, -4	1	1
62	62	122	122	1.0	0	0	2/4	2	1	i7(11)	b	i		i7(11)		i		7	11				mm7	1	1	0, -3, 1, -2	-1	0	0
62	62	123	123	1.0	1/4	1/4	2/4	2	1	iii7(13)	b	i		iii7(13)		iii		7	13				mm7	1	1	-3, -6, -2, -5	0	-3	-3
63	63	124	124	2.0	0	0	2/4	2	1	V(139)	b	i		V(139)		V			139				M	1	1	1, 5, 2	-3, -4	1	1
64	64	126	126	1.0	0	0	2/4	2	1	i7(11)	b	i		i7(11)		i		7	11				mm7	1	1	0, -3, 1, -2	-1	0	0
64	64	127	127	1.0	1/4	1/4	2/4	2	1	v7(134)	b	i		v7(134)		v		7	134				mm7	1	1	1, 0, 2, -1	-3	1	1
65	65	128	128	1.0	0	0	2/4	2	1	III(b13b12b9)	b	i		III(b13b12b9)		III			b13b12b9				M	1	1	-3, 1, -2	-7, -9, -8	-3	-3
65	65	129	129	1.0	1/4	1/4	2/4	2	1	i(b54)	b	i		i(b54)		i			b54				m	1	1	0, -1, -6		0	0
66	66	130	130	1.0	0	0	2/4	2	1	VI(9)	b	i		VI(9)		VI			9				M	1	1	-4, 0, -3	-2	-4	-4
66	66	131	131	1.0	1/4	1/4	2/4	2	1	v65(11)	b	i		v65(11)		v		65	11				mm7	1	1	-2, 2, -1, 1	0	1	-2
67	67	132	132	1.0	0	0	2/4	2	1	VI6(4)	b	i		VI6(4)		VI		6	4				M	1	1	2, -3, -4		-4	2
67	67	133	133	1.0	1/4	1/4	2/4	2	1	III(139)	b	i		III(139)		III			139				M	1	1	-3, 1, -2	0, -1	-3	-3
68	68	134	134	1.0	0	0	2/4	2	1	bV6(9)	b	i		bV6(9)		bV		6	9				M	1	1	-2, -5, -6	-4	-6	-2
68	68	135	135	1.0	1/4	1/4	2/4	2	1	i7(4)	b	i		i7(4)		i		7	4				mm7	1	1	0, -1, 1, -2		0	0
69	69	136	136	1.0	0	0	2/4	2	1	iii7(6)	b	i		iii7(6)		iii		7	6				mm7	1	1	-3, -6, 0, -5		-3	-3
69	69	137	137	1.0	1/4	1/4	2/4	2	1	bV(139)	b	i		bV(139)		bV			139				M	1	1	-6, -2, -5	-3, -4	-6	-6
70	70	138	138	2.0	0	0	2/4	2	1	vii%43/V	b	i		vii%43/V		vii	%	43		V			%7	1	1	0, 4, 6, 3		6	0
71	71	140	140	1.0	0	0	2/4	2	1	IM7(4)/bV	b	i		IM7(4)/bV		I	M	7	4	bV			MM7	1	1	-6, -7, -5, -1		-6	-6
71	71	141	141	1.0	1/4	1/4	2/4	2	1	iii7/bV	b	i		iii7/bV		iii		7		bV			mm7	1	1	-2, -5, -1, -4		-2	-2
72	72	142	142	2.0	0	0	2/4	2	1	vii%43/V	b	i		vii%43/V		vii	%	43		V			%7	1	1	0, 4, 6, 3		6	0
73	73	144	144	1.0	0	0	2/4	2	1	IM7(4)/bV	b	i		IM7(4)/bV		I	M	7	4	bV			MM7	1	1	-6, -7, -5, -1		-6	-6
73	73	145	145	1.0	1/4	1/4	2/4	2	1	iii7/bV	b	i		iii7/bV		iii		7		bV			mm7	1	1	-2, -5, -1, -4		-2	-2
74	74	146	146	2.0	0	0	2/4	2	1	vii%43/V	b	i		vii%43/V		vii	%	43		V			%7	1	1	0, 4, 6, 3		6	0
75	75	148	148	1.0	0	0	2/4	2	1	IM7(4)/bV	b	i		IM7(4)/bV		I	M	7	4	bV			MM7	1	1	-6, -7, -5, -1		-6	-6
75	75	149	149	1.0	1/4	1/4	2/4	2	1	iii7/bV	b	i		iii7/bV		iii		7		bV			mm7	1	1	-2, -5, -1, -4		-2	-2
76	76	150	150	1.0	0	0	2/4	2	1	i7/bV	b	i		i7/bV		i		7		bV			mm7	1	1	-6, -9, -5, -8		-6	-6
76	76	151	151	1.0	1/4	1/4	2/4	2	1	iv7(4)	b	i		iv7(4)		iv		7	4				mm7	1	1	-1, -2, 0, -3		-1	-1
77	77	152	152	2.0	0	0	2/4	2	1	ii%65/V	b	i		ii%65/V		ii	%	65		V			%7	1	1	0, -3, 1, 3		3	0
78	78	154	154	2.0	0	0	2/4	2	1	Fr65/bI	b	i		Fr65/bI	Fr	V		65	b5	V/bI			Fr	1	1	-1, -11, -7, -5		-5	-1
79	79	156	156	18.0	0	0	2/4	2	1	VI[vii%43/V]}	b	i	VI	vii%43/V		vii	%	43		V		}	%7	1	1	0, 4, 6, 3		6	0
