mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
13	13	0	0	2/4	2	1	biv7(^b4)	b	i		biv7(^b4)		biv		7	^b4				mm7	1	1	-3, -6, -4, -5		-3	-3	0	4	0.0	0.0	2.0	0.0
14	14	0	0	2/4	2	1	VI6(4)	b	i		VI6(4)		VI		6	4				M	1	1	7, 2, 1		1	7	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
14	14	1/4	1/4	2/4	2	1	biv7(^b4)	b	i		biv7(^b4)		biv		7	^b4				mm7	1	1	-3, -6, -4, -5		-3	-3	3	4	0.42857142857142855	0.375	0.5	0.42857142857142855
15	15	0	0	2/4	2	1	I(+b13b10b6)	b	i		I(+b13b10b6)		I			+b13b10b6				M	1	1	5, 9, -6	-6, 2	5	5	4	3	0.5714285714285714	0.5	0.375	0.5714285714285714
15	15	1/4	1/4	2/4	2	1	VI(139)	b	i		VI(139)		VI			139				M	1	1	1, 5, 2	4, 3	1	1	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
16	16	0	0	2/4	2	1	iii7(11)	b	i		iii7(11)		iii		7	11				mm7	1	1	2, -1, 3, 0	1	2	2	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
16	16	1/4	1/4	2/4	2	1	iv7(11)	b	i		iv7(11)		iv		7	11				mm7	1	1	4, 1, 5, 2	3	4	4	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
17	17	0	0	2/4	2	1	I(#4)/bV	b	i		I(#4)/bV		I			#4	bV			M	1	1	-1, 3, 5		-1	-1	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
17	17	1/4	1/4	2/4	2	1	iii7(4)/bV	b	i		iii7(4)/bV		iii		7	4	bV			mm7	1	1	3, 2, 4, 1		3	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
18	18	0	0	2/4	2	1	biv2}	b	i		biv2		biv		2				}	mm7	1	1	-5, -3, -6, -2		-3	-5	3	5	0.375	0.375	2.125	0.15
20	20	0	0	2/4	2	1	IV	b	i		IV		IV							M	1	1	4, 8, 5		4	4	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
21	21	0	0	2/4	2	1	V7(9)/bV	b	i		V7(9)/bV		V		7	9	bV			Mm7	1	1	0, 4, 1, -2	2	0	0	2	4	0.3333333333333333	0.25	0.75	0.25
22	22	0	0	2/4	2	1	I	b	i		I		I							M	1	1	5, 9, 6		5	5	5	5	0.5	0.625	0.875	0.4166666666666667
23	23	0	0	2/4	2	1	VI	b	i		VI		VI							M	1	1	1, 5, 2		1	1	5	5	0.5	0.625	0.875	0.4166666666666667
24	24	0	0	2/4	2	1	I	b	i		I		I							M	1	1	5, 9, 6		5	5	6	4	0.6	0.75	0.75	0.5
25	25	0	0	2/4	2	1	VIM7(#13#11#5)	b	i		VIM7(#13#11#5)		VI	M	7	#13#11#5				MM7	1	1	1, 5, 9, 6	11, 14	1	1	7	5	0.5833333333333334	0.875	0.625	0.5833333333333334
26	26	0	0	2/4	2	1	i7(4)	b	i		i7(4)		i		7	4				mm7	1	1	5, 4, 6, 3		5	5	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
27	27	0	0	2/4	2	1	VII7(#114)	b	i		VII7(#114)		VII		7	#114				Mm7	1	1	3, 2, 4, 1	9	3	3	1	4	0.2	0.125	0.5	0.2
27	27	1/4	1/4	2/4	2	1	VIM7(b4)	b	i		VIM7(b4)		VI	M	7	b4				MM7	1	1	1, 0, 2, 6		1	1	2	3	0.4	0.25	0.375	0.4
28	28	0	0	2/4	2	1	iv7(4)	b	i		iv7(4)		iv		7	4				mm7	1	1	4, 3, 5, 2		4	4	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
29	29	0	0	2/4	2	1	III7(94)	b	i		III7(94)		III		7	94				Mm7	1	1	2, 1, 3, 0	4	2	2	1	4	0.2	0.125	0.5	0.2
29	29	1/4	1/4	2/4	2	1	bIIM7(b4)	b	i		bIIM7(b4)		bII	M	7	b4				MM7	1	1	0, -1, 1, 5		0	0	1	4	0.2	0.125	0.5	0.2
30	30	0	0	2/4	2	1	V7/V	b	i		V7/V		V		7		V			Mm7	1	1	7, 11, 8, 5		7	7	5	5	0.5	0.625	0.625	0.5
31	31	0	0	2/4	2	1	Fr7/bII	b	i		Fr7/bII	Fr	V		7	b5	V/bII			Fr	1	1	2, 6, -4, 0		2	2	5	5	0.5	0.625	0.625	0.5
32	32	0	0	2/4	2	1	IVM7/bV	b	i		IVM7/bV		IV	M	7		bV			MM7	1	1	-2, 2, -1, 3		-2	-2	5	5	0.5	0.625	0.625	0.5
33	33	0	0	2/4	2	1	I/bV	b	i		I/bV		I				bV			M	1	1	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.375	0.25
34	34	0	0	2/4	2	1	ii	b	i		ii		ii							m	1	1	7, 4, 8		7	7	4	10	0.2857142857142857	1.0	4.0	0.2
39	39	0	0	2/4	2	1	V7(13b5){	b	i		V7(13b5)		V		7	13b5			{	Mm7	1	1	6, 10, 0, 4	2	6	6	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
40	40	0	0	2/4	2	1	VIM43	b	i		VIM43		VI	M	43					MM7	1	1	2, 6, 1, 5		1	2	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
41	41	0	0	2/4	2	1	V+6/bV	b	i		V+6/bV		V	+	6		bV			+	1	1	4, 8, 0		0	4	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
42	42	0	0	2/4	2	1	iiM7(#11)/bV	b	i		iiM7(#11)/bV		ii	M	7	#11	bV			mM7	1	1	1, -2, 2, 6	7	1	1	0	7	0.0	0.0	1.125	0.0
43	43	0	0	2/4	2	1	i/bV	b	i		i/bV		i				bV			m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	1.125	0.0
44	44	0	0	2/4	2	1	IIIM7/bV	b	i		IIIM7/bV		III	M	7		bV			MM7	1	1	3, 7, 4, 8		3	3	0	6	0.0	0.0	1.125	0.0
45	45	0	0	2/4	2	1	IVM7(4)/bV	b	i		IVM7(4)/bV		IV	M	7	4	bV			MM7	1	1	-2, 4, -1, 3		-2	-2	2	5	0.2857142857142857	0.5	0.625	0.4444444444444444
46	46	0	0	2/4	2	1	IM7(9)	b	i		IM7(9)		I	M	7	9				MM7	1	1	5, 9, 6, 10	7	5	5	0	7	0.0	0.0	1.125	0.0
47	47	0	0	2/4	2	1	bIIM7(4)	b	i		bIIM7(4)		bII	M	7	4				MM7	1	1	0, 6, 1, 5		0	0	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
48	48	0	0	2/4	2	1	iv6(11)/bV	b	i		iv6(11)/bV		iv		6	11	bV			m	1	1	-5, -1, -2	4	-2	-5	0	6	0.0	0.0	1.125	0.0
49	49	0	0	2/4	2	1	viio65(9)/ii	b	i		viio65(9)/ii		vii	o	65	9	ii			o7	1	1	2, -1, -4, 5	7	5	2	7	2	0.7777777777777778	1.125	0.25	0.8181818181818182
50	50	0	0	2/4	2	1	viio43(b13)/bII	b	i		viio43(b13)/bII		vii	o	43	b13	bII			o7	1	1	-1, -4, 5, 2	-6	5	-1	3	6	0.3333333333333333	0.625	0.75	0.45454545454545453
51	51	0	0	2/4	2	1	IM2/bV	b	i		IM2/bV		I	M	2		bV			MM7	1	1	4, -1, 3, 0		-1	4	0	7	0.0	0.0	1.125	0.0
52	52	0	0	2/4	2	1	Fr43/iv	b	i		Fr43/iv	Fr	V		43	b5	V/iv			Fr	1	1	0, 4, 6, 10		6	0	6	1	0.8571428571428571	0.75	0.375	0.6666666666666666
53	53	0	0	2/4	2	1	ii%7(b9)/bV	b	i		ii%7(b9)/bV		ii	%	7	b9	bV			%7	1	1	1, -2, -5, -1	-4	1	1	2	6	0.25	0.25	0.875	0.2222222222222222
54	54	0	0	2/4	2	1	IV(94)/bV	b	i		IV(94)/bV		IV			94	bV			M	1	1	-2, 4, -1	0	-2	-2	3	6	0.3333333333333333	0.375	1.0	0.2727272727272727
55	55	0	0	2/4	2	1	vi(9)/bV	b	i		vi(9)/bV		vi			9	bV			m	1	1	2, -1, 3	4	2	2	1	7	0.125	0.125	1.125	0.1
56	56	0	0	2/4	2	1	biii/bV	b	i		biii/bV		biii				bV			m	1	1	-4, -7, -3		-4	-4	2	6	0.25	0.5	0.75	0.4
57	57	0	0	2/4	2	1	IVM7(4)/bV}	b	i		IVM7(4)/bV		IV	M	7	4	bV		}	MM7	1	1	-2, 4, -1, 3		-2	-2	2	20	0.09090909090909091	0.14583333333333334	6.416666666666667	0.022222222222222223
60	60	0	0	2/4	2	1	i7(11){	b	i		i7(11)		i		7	11			{	mm7	1	1	5, 2, 6, 3	4	5	5	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
60	60	1/4	1/4	2/4	2	1	iii7(13)	b	i		iii7(13)		iii		7	13				mm7	1	1	2, -1, 3, 0	5	2	2	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
61	61	0	0	2/4	2	1	V(139)	b	i		V(139)		V			139				M	1	1	6, 10, 7	2, 1	6	6	4	0	1.0	2.0	0.0	1.0
62	62	0	0	2/4	2	1	i7(11)	b	i		i7(11)		i		7	11				mm7	1	1	5, 2, 6, 3	4	5	5	4	6	0.4	0.25	0.625	0.2857142857142857
62	62	1/4	1/4	2/4	2	1	iii7(13)	b	i		iii7(13)		iii		7	13				mm7	1	1	2, -1, 3, 0	5	2	2	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
63	63	0	0	2/4	2	1	V(139)	b	i		V(139)		V			139				M	1	1	6, 10, 7	2, 1	6	6	4	0	1.0	2.0	0.0	1.0
64	64	0	0	2/4	2	1	i7(11)	b	i		i7(11)		i		7	11				mm7	1	1	5, 2, 6, 3	4	5	5	2	7	0.2222222222222222	0.0	0.75	0.0
64	64	1/4	1/4	2/4	2	1	v7(134)	b	i		v7(134)		v		7	134				mm7	1	1	6, 5, 7, 4	2	6	6	5	2	0.7142857142857143	0.625	0.25	0.7142857142857143
65	65	0	0	2/4	2	1	III(b13b12b9)	b	i		III(b13b12b9)		III			b13b12b9				M	1	1	2, 6, 3	-2, -4, -3	2	2	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
65	65	1/4	1/4	2/4	2	1	i(b54)	b	i		i(b54)		i			b54				m	1	1	5, 4, -1		5	5	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
66	66	0	0	2/4	2	1	VI(9)	b	i		VI(9)		VI			9				M	1	1	1, 5, 2	3	1	1	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
66	66	1/4	1/4	2/4	2	1	v65(11)	b	i		v65(11)		v		65	11				mm7	1	1	3, 7, 4, 6	5	6	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
67	67	0	0	2/4	2	1	VI6(4)	b	i		VI6(4)		VI		6	4				M	1	1	7, 2, 1		1	7	5	2	0.7142857142857143	0.625	0.25	0.7142857142857143
67	67	1/4	1/4	2/4	2	1	III(139)	b	i		III(139)		III			139				M	1	1	2, 6, 3	5, 4	2	2	1	6	0.14285714285714285	0.125	0.75	0.14285714285714285
68	68	0	0	2/4	2	1	bV6(9)	b	i		bV6(9)		bV		6	9				M	1	1	3, 0, -1	1	-1	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
68	68	1/4	1/4	2/4	2	1	i7(4)	b	i		i7(4)		i		7	4				mm7	1	1	5, 4, 6, 3		5	5	4	3	0.5714285714285714	0.5	0.375	0.5714285714285714
69	69	0	0	2/4	2	1	iii7(6)	b	i		iii7(6)		iii		7	6				mm7	1	1	2, -1, 5, 0		2	2	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
69	69	1/4	1/4	2/4	2	1	bV(139)	b	i		bV(139)		bV			139				M	1	1	-1, 3, 0	2, 1	-1	-1	0	7	0.0	0.0	0.875	0.0
70	70	0	0	2/4	2	1	vii%43/V	b	i		vii%43/V		vii	%	43		V			%7	1	1	5, 9, 11, 8		11	5	4	0	1.0	2.0	0.0	1.0
71	71	0	0	2/4	2	1	IM7(4)/bV	b	i		IM7(4)/bV		I	M	7	4	bV			MM7	1	1	-1, -2, 0, 4		-1	-1	4	3	0.5714285714285714	0.5	0.375	0.5714285714285714
71	71	1/4	1/4	2/4	2	1	iii7/bV	b	i		iii7/bV		iii		7		bV			mm7	1	1	3, 0, 4, 1		3	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
72	72	0	0	2/4	2	1	vii%43/V	b	i		vii%43/V		vii	%	43		V			%7	1	1	5, 9, 11, 8		11	5	4	0	1.0	2.0	0.0	1.0
73	73	0	0	2/4	2	1	IM7(4)/bV	b	i		IM7(4)/bV		I	M	7	4	bV			MM7	1	1	-1, -2, 0, 4		-1	-1	4	3	0.5714285714285714	0.5	0.375	0.5714285714285714
73	73	1/4	1/4	2/4	2	1	iii7/bV	b	i		iii7/bV		iii		7		bV			mm7	1	1	3, 0, 4, 1		3	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
74	74	0	0	2/4	2	1	vii%43/V	b	i		vii%43/V		vii	%	43		V			%7	1	1	5, 9, 11, 8		11	5	4	0	1.0	2.0	0.0	1.0
75	75	0	0	2/4	2	1	IM7(4)/bV	b	i		IM7(4)/bV		I	M	7	4	bV			MM7	1	1	-1, -2, 0, 4		-1	-1	4	3	0.5714285714285714	0.5	0.375	0.5714285714285714
75	75	1/4	1/4	2/4	2	1	iii7/bV	b	i		iii7/bV		iii		7		bV			mm7	1	1	3, 0, 4, 1		3	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
76	76	0	0	2/4	2	1	i7/bV	b	i		i7/bV		i		7		bV			mm7	1	1	-1, -4, 0, -3		-1	-1	0	3	0.0	0.0	0.75	0.0
76	76	1/4	1/4	2/4	2	1	iv7(4)	b	i		iv7(4)		iv		7	4				mm7	1	1	4, 3, 5, 2		4	4	0	3	0.0	0.0	0.75	0.0
77	77	0	0	2/4	2	1	ii%65/V	b	i		ii%65/V		ii	%	65		V			%7	1	1	5, 2, 6, 8		8	5	0	4	0.0	0.0	2.0	0.0
78	78	0	0	2/4	2	1	Fr65/bI	b	i		Fr65/bI	Fr	V		65	b5	V/bI			Fr	1	1	4, -6, -2, 0		0	4	4	0	1.0	2.0	0.0	1.0
79	79	0	0	2/4	2	1	VI[vii%43/V]}	b	i	VI	vii%43/V		vii	%	43		V		}	%7	1	1	5, 9, 11, 8		11	5	42	0	1.0	17.75	0.0	1.0
